"","longL93fic","latL93fich"
"609",1008739.09,6374131.69
"610",1008738.96,6374163.71
"611",1008491.41,6372028.45
"612",1008551.49,6371989.36
"613",1008572.47,6371825.22
"614",1008961.13,6370652.13
"615",1009167.15,6370464.06
"616",1009424.93,6371266.54
"617",1009538.37,6371354.21
"618",1009274.9,6371557.46
"619",1008786.37,6370730.63
"620",1008563.12,6370743.68
"621",1008409.47,6377407.71
"622",1009424.5,6376112.34
"623",1009109.99,6375505.27
"624",1008741.51,6376023.67
"625",1008793.07,6376011.19
"626",998219.29,6363668.12
"627",998001.99,6363566.73
"628",997927.5,6363287.95
"629",997941.25,6363240.55
"630",998383.97,6363060.34
"631",998926.01,6359199.33
"632",998831.32,6359178.82
"633",998728.2,6359366.11
"634",993906.02,6361990.74
"635",994432.72,6363901.11
"636",994502.61,6363529.04
"637",994515.14,6363123.25
"638",995051.15,6363587.77
"639",989583.26,6364301.52
"640",989725.85,6364138.94
"641",989738.12,6363732.14
"642",998268.33,6361708.58
"643",998616.24,6360588.98
"644",998633.74,6360568.79
"645",998793.22,6360239.04
"646",998873.43,6360215.82
"647",997952.15,6360474.43
"648",997101.06,6359963.74
"649",997091.13,6359991.3
"650",997019.23,6360463.36
"651",995707.54,6355576.98
"652",995782.55,6355527.46
"653",995843.29,6355613.39
"654",995732.82,6355728.32
"655",996001.19,6355790.97
"656",996519.89,6355840.4
"657",996660.37,6355531.71
"658",996469.65,6355088.3
"659",996429.17,6354786.11
"660",996433.16,6355404.89
"661",995796.22,6354623.22
"662",995589.81,6354757.67
"663",995458.92,6354479.27
"664",995494,6354467.9
"665",995370.87,6354161.84
"666",995356.67,6354050.06
"667",995512.88,6353927.26
"668",995779.17,6353698.53
"669",996206.87,6354002.9
"670",996232.74,6354019.13
"671",996525,6354325.16
"672",990456.81,6358700.74
"673",990162.52,6359311.74
"674",989871.2,6360343.25
"675",988993.02,6360864.37
"676",995437.35,6356135.85
"677",995463.31,6356196.13
"678",995757.51,6356060.79
"679",995562.1,6355762.34
"680",995479.13,6355797.49
"681",995469.15,6355672.9
"682",995493.72,6355501.88
"683",995892.19,6356701.73
"684",996962.98,6356287.69
"685",997089.89,6355992.38
"686",996703.96,6355920.13
"687",996734.06,6354578.25
"688",993804.85,6355358.82
"689",991166.81,6360175.86
"690",990767.93,6360373.61
"691",991036.86,6360731.35
"692",995331.21,6355238.02
"693",995385.46,6354787.12
"694",995436.51,6354803.53
"695",995313.31,6355020.97
"696",995067.76,6355100.55
"697",995061.86,6354611.8
"698",995080.21,6354189.25
"699",995235.01,6354188.5
"700",995258.63,6354068.49
"701",994172.09,6354984.59
"702",994456.87,6354804.71
"703",994727.21,6355333.84
"704",994205.85,6354292.5
"705",994098.07,6354411.59
"706",993852.26,6353925.66
"707",993913.65,6353782.39
"708",994153.72,6353728.53
"709",994175.45,6353648.46
"710",994460.83,6354073.19
"711",1001827.69,6364416.8
"712",1002183.03,6364695.12
"713",1002112.64,6364828.87
"714",1001856.78,6362956.77
"715",1002246.56,6363073.59
"716",1001614.32,6362600.81
"717",1001605.04,6362599.36
"718",1001240.61,6363228.53
"719",1001184.24,6363354.96
"720",1000786.38,6363376.96
"721",1000703.33,6363415.03
"722",1000728.77,6363424.25
"723",1006428.99,6368593.23
"724",1006249.95,6368729.65
"725",1006147.97,6368655.62
"726",1006116.18,6368674.09
"727",1006318.27,6369317.56
"728",1006255.31,6369474.65
"729",1006604.21,6368623.8
"730",1006649.18,6368408.78
"731",967002.65,6311509.47
"732",972933.69,6303751.73
"733",978481.23,6315227.35
"734",973873.77,6343462.74
"735",995323.48,6345486.08
"736",943586.23,6293820.74
"737",944360.41,6293460.09
"738",940591.93,6295305.17
"739",941427.41,6296838.15
"740",952671.03,6298323.07
"741",929916.79,6299858.21
"742",929844.32,6299996.7
"743",929381.4,6299899.91
"744",930577.74,6299775.08
"745",930428.96,6300297.1
"746",929273.34,6298874.21
"747",932384.82,6298245.61
"748",932224.53,6298243.76
"749",932764.13,6298725.87
"750",937439.79,6298217.26
"751",929974.02,6295870.09
"752",930163.54,6295787.88
"753",998672.76,6363276.24
"754",1000021.81,6362240.38
"755",1000056.06,6362291.06
"756",1000183.49,6362182.03
"757",1000214.99,6361808.17
"758",1000495.98,6361976.73
"759",1000615.83,6361981.46
"760",1000724.02,6361613.26
"761",1000164,6361535.47
"762",1000509.52,6360985.41
"763",997716.63,6363961.61
"764",996723.92,6363644.44
"765",996370.65,6362400.64
"766",996814.97,6361897.09
"767",996372.1,6362721.01
"768",1008265.73,6376142.43
"769",993061.43,6363376.65
"770",996510.89,6363269.05
"771",996529.61,6363237.91
"772",996541.1,6363009.23
"773",996545.24,6362845.28
"774",1008807.91,6375767.68
"775",984987.92,6307895.26
"776",982313.25,6310653.82
"777",985326.11,6306129.48
"778",985261.94,6305637.05
"779",984623.8,6306880.82
"780",988153.66,6308700.96
"781",986827.25,6306242.18
"782",986032.94,6310219.79
"783",987491.38,6309750.12
"784",987946.04,6310000.99
"785",986704.72,6311519.51
"786",987709.46,6312084.58
"787",995232.09,6351315.57
"788",995886.66,6349628.58
"789",995848.89,6349757.93
"790",995422.27,6350407.59
"791",995407.81,6350501
"792",991513.8,6358459.33
"793",993512.55,6357028.78
"794",993063.16,6356960.8
"795",1008597.04,6373838.42
"796",1008329.01,6373011.46
"797",1008255.77,6373011.87
"798",1006971.88,6376089.04
"799",994326.52,6351338.28
"800",994396.76,6361074.82
"801",993621.49,6361016.57
"802",992481.24,6360332.89
"803",940028.01,6295608.14
"804",989992.71,6421596.04
"805",989243.37,6420495.5
"806",989238.07,6420318.13
"807",988832.36,6421419.09
"808",989508.45,6422071.88
"809",989052.95,6421100.09
"810",989396.23,6419319.77
"811",989600.99,6420033.77
"812",989596.59,6421814.79
"813",989889.16,6420377.38
"814",990113.78,6420065.61
"815",989771.48,6421422.64
"816",990166.14,6420914.63
"817",989453.08,6419859.78
"818",989074.83,6421181.16
"819",989944.79,6421615.83
"820",989229.56,6420332.75
"821",988857.32,6421418.25
"822",989480.36,6422063.57
"823",964308.81,6408849.09
"824",964250.79,6408972.7
"825",964604.34,6408944.64
"826",964578.56,6408997.58
"827",964522.17,6409049.22
"828",964464.69,6409075.8
"829",990463.26,6420957.49
"830",990555.47,6420812.68
"831",989985.09,6421346.51
"832",989604.79,6421822.18
"833",989649.83,6421910.33
"834",975793.84,6416786.31
"835",944518.09,6405550.1
"836",944567.84,6405646.09
"837",953589.8,6403354.4
"838",953300.46,6403254.63
"839",950471.21,6401446.85
"840",950578.93,6401182.04
"841",950247.91,6401995.17
"842",943431.78,6403782.97
"843",946535.79,6403887.62
"844",946776.78,6404544.41
"845",943348.01,6405274.33
"846",943990.82,6405367.42
"847",948887.8,6402373.09
"848",953716,6403340.51
"849",950114.64,6401132.44
"850",943130.72,6405210.84
"851",945941.36,6400183.59
"852",953834.86,6400587.98
"853",952371.85,6400687.86
"854",942637.46,6404132.24
"855",943916,6403298.63
"856",943276.85,6405104.49
"857",946654.7,6400673.88
"858",947418.79,6403505.32
"859",952865.47,6400030.47
"860",985376.17,6406163.66
"861",1008022.13,6420180.01
"862",961944.55,6402850.33
"863",967054.36,6404825.51
"864",953143.81,6415946.1
"865",953249.78,6415985.42
"866",967764.93,6443016.96
"867",1015600.74,6420382.93
"868",1015713.2,6420258.51
"869",1013688.56,6419599.81
"870",1013630.94,6419158.52
"871",1013351.62,6419044.39
"872",1012515.66,6419485.86
"873",1013223.73,6418894.84
"874",1013370.83,6418648.01
"875",1014217.02,6418728.63
"876",1014754.07,6418960.89
"877",1013200.72,6420516.11
"878",1013014.03,6420843.03
"879",1013365.08,6411819.65
"880",971060.73,6391717.71
"881",971027.89,6391749.31
"882",939916.44,6388982.78
"883",946447.08,6388780.06
"884",945898.62,6387059.65
"885",940648.67,6386251.58
"886",940152,6388193.44
"887",941002.54,6387005.52
"888",940999.23,6387054.42
"889",941454.81,6384979.95
"890",942723.91,6388564.68
"891",941197.24,6385293.2
"892",941597.44,6387833.81
"893",940531.12,6389219.45
"894",941466.65,6389908.75
"895",941551.57,6389783.96
"896",943454.69,6389439.44
"897",943049.91,6390727.34
"898",943618.06,6391307.68
"899",942107.02,6392011.44
"900",946878.12,6392871.06
"901",946228.38,6393230.67
"902",945975.38,6395120.62
"903",945937.09,6395040.08
"904",946136.84,6394358.61
"905",944388.77,6391879.97
"906",943822.71,6393690.77
"907",943869.97,6394661.05
"908",947373.93,6392952.66
"909",947620.26,6391785.81
"910",947569.53,6391802.81
"911",947364.9,6392167.91
"912",944727.83,6395624.96
"913",944564.7,6395538.55
"914",944644.72,6394844.36
"915",946186.75,6395325.02
"916",940799.53,6386292.39
"917",941012.67,6387039.93
"918",940410.92,6389984.19
"919",945831.23,6388922.95
"920",945276.79,6386089.81
"921",945043.03,6387510.38
"922",944755.58,6384719.75
"923",944335.66,6383793.91
"924",946326.69,6387656.76
"925",942101.94,6392586.5
"926",1011273.53,6417560.11
"927",1022331.39,6407169.21
"928",1000837.6,6401593.63
"929",999784.55,6400786.43
"930",997731.1,6412348.54
"931",1016162.37,6414261.81
"932",929865.39,6349846.24
"933",1015882.5,6414112.51
"934",1015987.1,6414215.9
"935",965783.6,6442599.7
"936",965815.6,6442598.07
"937",951338.11,6396698.32
"938",950837.27,6397979.86
"939",951043,6398176.2
"940",948905.2,6395922.76
"941",951555.13,6397929.64
"942",974583.86,6441102.55
"943",993792.67,6430315.02
"944",993991.83,6429998.19
"945",993858.69,6429624.64
"946",993908.2,6429524.91
"947",994163.99,6428988.6
"948",994214.99,6428947.98
"949",994726.66,6429093.27
"950",995176.31,6429585.91
"951",994618.89,6431745.05
"952",995163.83,6431468.66
"953",995530.64,6431245.89
"954",948955.48,6385354.38
"955",946936.42,6386220
"956",947863.97,6380550.61
"957",951310.84,6380987.92
"958",946197.76,6383578.6
"959",998593.86,6399832.73
"960",993355,6401489.3
"961",1005220.62,6418451.95
"962",1005800.24,6418156.08
"963",1002081.03,6405624.88
"964",1015939.41,6418887.72
"965",1016309.34,6418704.29
"966",1015077.2,6417459.86
"967",1014666.74,6417951.59
"968",946275.4,6382257.96
