"","longL93fic","latL93fich"
"2037",874814.55,6393394.24
"2038",882376.45,6359362.23
"2039",882561.99,6368518.76
"2040",882519.1,6368522.11
"2041",893291.4,6353725.85
"2042",893199.6,6353257.38
"2043",892370.12,6351755.09
"2044",905058.73,6355367.24
"2045",901591.07,6351693.13
"2046",901767.18,6352210.78
"2047",903936.55,6351856.73
"2048",902293.44,6344346.37
"2049",906443.61,6405079.81
"2050",906422.08,6404664.86
"2051",903680.17,6359613.71
"2052",903555.28,6359704.63
"2053",903652.94,6359228.69
"2054",890450.08,6404097.13
"2055",874609.82,6373622.68
"2056",872516.53,6369539.48
"2057",901896.84,6406058.66
"2058",899182.44,6360522.77
"2059",894725.41,6373887.33
"2060",899464.3,6358715.54
"2061",899548.43,6358742.86
"2062",902444.23,6403211.65
"2063",889590.97,6407648.55
"2064",874307.15,6438747.25
"2065",874674.36,6438600.57
"2066",870369.65,6431608.5
"2067",870752.44,6430931.03
"2068",874325.02,6434211.97
"2069",874959.06,6433974.79
"2070",873600.05,6426153.98
"2071",874489.97,6425383.87
"2072",874386.89,6424851.99
"2073",874500.61,6424953.17
"2074",875184.36,6425180.36
"2075",876478.89,6426724.89
"2076",876365.93,6427150.68
"2077",880925.22,6424487.46
"2078",878455.84,6423791.23
"2079",886495.58,6437612
"2080",886596.35,6437280.02
"2081",885572.21,6443088.36
"2082",885233.98,6443212.26
"2083",885618.46,6442370.75
"2084",881666.24,6430370.07
"2085",881944.06,6430632.19
"2086",883734.08,6430280.76
"2087",883686.12,6430702.35
"2088",884814.28,6430735.75
"2089",884776.79,6431328.64
"2090",885243.42,6430251.5
"2091",883494.55,6432839.72
"2092",883135.52,6433219.14
"2093",885619.6,6434542.77
"2094",885980.27,6434609.54
"2095",886254.44,6434578.75
"2096",887113.63,6434918.54
"2097",881411.52,6429411.64
"2098",882284.26,6427356.12
"2099",883479.34,6427646.21
"2100",884029.29,6427645.44
"2101",884265.33,6428648.44
"2102",883569.09,6429565.89
"2103",885094.35,6428290.02
"2104",885017.05,6429647.75
"2105",884678.03,6418575.33
"2106",886377,6417676.82
"2107",886463.51,6419329.5
"2108",884838.25,6419819.14
"2109",901397.35,6429120.01
"2110",902330.35,6428393.18
"2111",901676.87,6427903.93
"2112",900354.92,6427382.21
"2113",904160.33,6439220.05
"2114",905741.1,6443148.55
"2115",892664.37,6423163.29
"2116",892476.64,6423186.49
"2117",892378.67,6423204.47
"2118",892067.51,6423079.86
"2119",892535.59,6422567.27
"2120",891624.31,6422878.21
"2121",893422.12,6423033.75
"2122",893291.14,6421318.55
"2123",894694.79,6422129.3
"2124",894710.16,6421955.76
"2125",894444.07,6421229.39
"2126",893472.11,6420323.08
"2127",892213.31,6418742.03
"2128",891807.42,6419445.59
"2129",890705.68,6419666.82
"2130",891720.49,6420166.97
"2131",891325.16,6420391.84
"2132",892177.39,6420415.05
"2133",893113.03,6419283.87
"2134",894873.72,6426048.21
"2135",893362.04,6425519.07
"2136",892986.34,6426999.52
"2137",893330.61,6427767.25
"2138",894711.73,6434831.72
"2139",899608.38,6438723.2
"2140",896904.02,6440481.06
"2141",897289.59,6440375.28
"2142",897465.1,6440051.84
"2143",897176.55,6439445.64
"2144",896728.89,6439942.49
"2145",896437.91,6439478.26
"2146",897680.13,6442364.8
"2147",897859.28,6441703.47
"2148",894803.69,6440274.87
"2149",894414.46,6442718.78
"2150",894704.53,6442035.83
"2151",896191.3,6442682.63
"2152",896320.25,6442796.71
"2153",896795.84,6442753.75
"2154",896777.11,6443300.18
"2155",905628.99,6451918.6
"2156",905529.95,6452087.33
"2157",905979.83,6452310.27
"2158",905914.7,6452545.13
"2159",905668.74,6452896.99
"2160",905178.03,6452946.75
"2161",907816.88,6446510.98
"2162",907877.8,6446998.07
"2163",907803.06,6453562.19
"2164",900037.59,6446667.51
"2165",892723.17,6449815.22
"2166",891066.76,6449182
"2167",891372.34,6449605.42
"2168",891086.96,6450250.63
"2169",868004.46,6414719.83
"2170",866664.41,6413452.9
"2171",866039.94,6411072.29
"2172",891475.24,6456062.59
"2173",900004.48,6466915.25
"2174",904295.22,6465797.38
"2175",904416.91,6466026.41
"2176",907170.86,6454818.14
"2177",909857.22,6457313.72
"2178",910040.88,6446826.84
"2179",904882.91,6458233.35
"2180",905519.1,6458880.46
"2181",905986.75,6458893.99
"2182",904469.17,6462646.95
"2183",900472.33,6458696.12
"2184",900265.11,6458916.43
"2185",899956.92,6459242.49
"2186",900773.21,6460080.92
"2187",901027.01,6459819.14
"2188",897606.22,6463427.15
"2189",898905.33,6462596.73
"2190",951584.32,6510633.44
"2191",951739.41,6510683.8
"2192",951896.79,6514116.25
"2193",951991.18,6514003.09
"2194",953046.22,6514486.6
"2195",952942,6514293.25
"2196",952721.05,6514261.15
"2197",949911.84,6506523.05
"2198",949490.64,6506089.83
"2199",947124.72,6505441.14
"2200",947060.87,6505684.64
"2201",947666.8,6519720.7
"2202",947829.67,6518046.84
"2203",949938.15,6513794.15
"2204",950065.63,6513849.35
"2205",950186.45,6514360.42
"2206",950708.13,6514737.79
"2207",951033.87,6515276.25
"2208",951094.55,6516020.94
"2209",948158.8,6516890.83
"2210",947967,6516034.85
"2211",947998.65,6516171.17
"2212",948055.14,6517166.71
"2213",948198.67,6516875.43
"2214",948038.34,6516437.84
"2215",948552.17,6515293.31
"2216",948200.29,6515639.17
"2217",948007.1,6515597.36
"2218",948313.65,6514829.54
"2219",948241.56,6515346.76
"2220",948027.29,6517439.66
"2221",948090.37,6516138.86
"2222",947965.1,6516220.83
"2223",948487.87,6515132.67
"2224",947981.82,6516483.57
"2225",948124.61,6517060.49
"2226",947904.03,6515407.15
"2227",951850.85,6508460.72
"2228",951026.94,6507754.82
"2229",951092.56,6507557.44
"2230",951274.84,6508078.04
"2231",951863.32,6508396.21
"2232",951747.83,6508525.52
"2233",951450.86,6508133.25
"2234",952109.42,6508231.25
"2235",952037.19,6508315.31
"2236",951181.02,6507351
"2237",950697.1,6506669.05
"2238",952412.68,6508161.67
"2239",952093.58,6507556.4
"2240",948498.97,6514893.05
"2241",948695.97,6514997.05
"2242",948705.04,6514963.41
"2243",949821.62,6508362.9
"2244",952045.52,6510798.38
"2245",952283.06,6510754.12
"2246",948871.77,6509634.72
"2247",948950.17,6509725.92
"2248",949042.96,6509946.74
"2249",949051.4,6510050.11
"2250",949373.76,6509956.16
"2251",949485.95,6509940.71
"2252",949423.87,6509845.16
"2253",949349.23,6509765.11
"2254",949022.06,6509423.75
"2255",952917.61,6511513.42
"2256",953302.88,6512343.54
"2257",953487.98,6512566.24
"2258",953442.79,6512964.5
"2259",952880.95,6513187.41
"2260",952346.71,6511835.05
"2261",952305.21,6511086.12
"2262",952373.31,6510845.85
"2263",948361.58,6509480.05
"2264",948438.91,6509268.12
"2265",948282.32,6509270.79
"2266",947784.37,6509072.65
"2267",947640.36,6508919.8
"2268",948307.81,6507962.47
"2269",947982.11,6508276.41
"2270",948396.01,6508680.22
"2271",949653.13,6507620.85
"2272",949632.63,6508281.2
"2273",948459.91,6505048.82
"2274",948988.82,6508633.19
"2275",949144.24,6508746.52
"2276",952652.8,6511402.5
"2277",949900.28,6508603.16
"2278",950328.57,6508598.59
"2279",949614.19,6508441.5
"2280",949718.89,6509371.01
"2281",949381.83,6509048.24
"2282",949366.25,6509155.63
"2283",951237.96,6509666.99
"2284",950780.17,6510258.46
"2285",950779.94,6510487.52
"2286",950374.05,6510686.03
"2287",950074.24,6510553.78
"2288",950175.04,6510507.87
"2289",949491.84,6509570.84
"2290",949422.07,6509682.04
"2291",949585.94,6509793.72
"2292",950882.55,6510620.75
"2293",951042.11,6510390.2
"2294",950983.4,6510710.89
"2295",951091.33,6510559.25
"2296",951251.1,6510666.82
"2297",951243.73,6510349.42
"2298",952639.73,6510696.75
"2299",952367.27,6510241.42
"2300",953406.19,6511488.54
"2301",953489.39,6511954.12
"2302",954344.97,6513381.91
"2303",948504.6,6508771.64
"2304",948357.1,6508670.65
"2305",948186.64,6508529.73
"2306",948075.57,6508395.21
"2307",948064.09,6508644.81
"2308",948183.37,6508749.66
"2309",947509.22,6509161.59
"2310",947660.13,6509038.63
"2311",947701.94,6509011.31
"2312",947058.82,6508024.17
"2313",947173.28,6507952.75
"2314",947292.94,6507525.45
"2315",952786.14,6510224.63
"2316",952951.76,6510445.51
"2317",949469.79,6509128.83
"2318",949574.47,6509074.06
"2319",950778.57,6509644.22
"2320",950331.14,6509310.89
"2321",950620.43,6509237.66
"2322",950173.07,6508522.24
"2323",950125.51,6509397.55
"2324",948140.71,6506746.4
"2325",947594.92,6506824.42
"2326",947669.18,6507089.48
"2327",950419.3,6516060.38
"2328",949552.91,6515525.96
"2329",955987.22,6515035.65
"2330",955973.61,6514908.04
"2331",956144.57,6514558.05
"2332",954707.64,6514039.14
"2333",954387.7,6514161.92
"2334",948793.07,6507921.07
"2335",946904.71,6507911.95
"2336",946917.03,6507832.43
"2337",946908.79,6507653.05
"2338",947189.09,6507821.36
"2339",947377.62,6507775.92
"2340",947654.88,6507758.08
"2341",947276.32,6508182.96
"2342",946299.78,6506981.45
"2343",946699.1,6507106.49
"2344",946540.09,6506818.04
"2345",950000.96,6511389.04
"2346",950264.77,6511852.9
"2347",950716.31,6511101.1
"2348",949748.16,6510722.57
"2349",948986.99,6510479.62
"2350",949629.15,6513512.51
"2351",949637.5,6513927.96
"2352",949080.58,6512791.04
"2353",948235.08,6512991.88
"2354",948669.56,6512913.43
"2355",947783.2,6513119.67
"2356",948112.71,6513313.02
"2357",949261.17,6514233.76
"2358",947767.94,6514523.42
"2359",947067.44,6513566.96
"2360",947854.83,6513690.71
"2361",947895.71,6513772.38
"2362",948584.58,6503475.43
"2363",948653.7,6503555.25
"2364",949341.38,6503779.14
"2365",952631.76,6505613.91
"2366",953666.55,6505874.58
"2367",953731.29,6506126.33
"2368",953737.64,6506312.64
"2369",953445.3,6506046.51
"2370",947318.8,6502936.29
"2371",947834.98,6503392.17
"2372",946553.1,6502674.49
"2373",946270.83,6503040.28
"2374",946356.34,6503202.75
"2375",946741.45,6503215.18
"2376",947909.64,6503718.27
"2377",947972.89,6503699.81
"2378",948008.86,6503574.23
"2379",947912.38,6503528.33
"2380",948143.89,6503047.53
"2381",951641.57,6505102.17
"2382",951912.31,6505761.45
"2383",946080.46,6504216.97
"2384",946176.32,6504225.8
"2385",946207.73,6504476.13
"2386",946539.27,6504684.46
"2387",946607.08,6504797.2
"2388",946458.18,6505148.33
"2389",945747.85,6504772.81
"2390",945878.14,6504323.91
"2391",956498.49,6509472.19
"2392",955387.89,6508789.73
"2393",954936.61,6508908.04
"2394",954508.75,6508800.28
"2395",954420.55,6508879.65
"2396",955151.39,6508501.82
"2397",954820.11,6507468.76
"2398",954608.63,6507575.03
"2399",954376.95,6507711.49
"2400",954196.49,6507593.99
"2401",954508.47,6507857.97
"2402",954921.88,6507977.14
"2403",955573.63,6510330.94
"2404",955823.31,6510923.51
"2405",955087.39,6511124.99
"2406",954894.02,6511254
"2407",955014.07,6510068.61
"2408",953848.93,6509618.25
"2409",954662.36,6509733.93
"2410",955081.81,6510870.68
"2411",954933.68,6510788.5
"2412",954899.13,6510708.05
"2413",954727.86,6510692.94
"2414",954608.82,6511415.23
"2415",954428.04,6511240.69
"2416",956386.32,6512680.54
"2417",956130.79,6512769.91
"2418",955579.72,6512730.95
"2419",956094.77,6511884.13
"2420",955362.28,6512241.75
"2421",956726.63,6512425.67
"2422",956471.23,6514828.77
"2423",956428.64,6514790.98
"2424",955412.99,6514260.5
"2425",953765.72,6514026.15
"2426",953657.83,6514108.72
"2427",953611.01,6514019.76
"2428",953650.93,6514394.52
"2429",953888.74,6508586.58
"2430",953755.99,6508912.2
"2431",954287.98,6512268.21
"2432",954081.44,6512038.59
"2433",954043.13,6510776.63
"2434",953749.08,6510999.54
"2435",953229.83,6509656.72
"2436",940252.78,6513723.68
"2437",944348.79,6503665.81
"2438",943023.67,6503804.37
"2439",939409.87,6510074.01
"2440",937446.13,6508388.5
"2441",936623.89,6508292.77
"2442",941803.89,6499922.42
"2443",990714.99,6491094.31
"2444",1014730.2,6492183.94
"2445",1015214.67,6492571.99
"2446",1015309.39,6492702.93
"2447",1015364.77,6492831.87
"2448",1015325.73,6492892.92
"2449",1014267.33,6492172.33
"2450",1013907,6492208
"2451",1013689.06,6492116.84
"2452",1013474.94,6492102.95
"2453",1013228.65,6492112.44
"2454",1013307.68,6492303.6
"2455",1013364.51,6492432.58
"2456",1013455.13,6492520.26
"2457",1013513.41,6492648.32
"2458",1013742.85,6492679.01
"2459",1013989.57,6492840.69
"2460",1014128.12,6492885.78
"2461",1014159.52,6492905.4
"2462",1014251.94,6492916.12
"2463",1014254.03,6492999.29
"2464",1014242.38,6493296.92
"2465",1014457.78,6493215.84
"2466",1014902.92,6493283.61
"2467",842497.01,6497273.75
"2468",942395.76,6398675.56
"2469",943198.35,6397634.25
"2470",941420.91,6397414.34
"2471",949578.1,6394926.06
"2472",949628.15,6395463.32
"2473",944239.1,6401349.41
"2474",944506.24,6401309.83
"2475",953180.11,6377801.23
"2476",953824.1,6377845.25
"2477",955626.42,6377693.26
"2478",954564.66,6376338.34
"2479",960410.62,6393538.22
"2480",960227.64,6393519.61
"2481",960397.68,6393694.77
"2482",960127.23,6394266.86
"2483",959716,6394201.77
"2484",959726.76,6394149.18
"2485",958815.12,6375368.41
"2486",960208.26,6389596.55
"2487",960071.16,6390658.48
"2488",960513.41,6393250.33
"2489",963466.29,6391624.82
"2490",961276.99,6392840.88
"2491",961940.46,6393117.73
"2492",962239.59,6393146.26
"2493",962517.76,6393128.9
"2494",962429.89,6393178.25
"2495",963133.23,6388928.22
"2496",962984.72,6390761.08
"2497",951650.52,6299534.74
"2498",925899.22,6382094.35
"2499",931449.21,6390325.94
"2500",926019.93,6399162.76
"2501",949375.36,6379616.97
"2502",902221.17,6469892.4
"2503",947821.42,6461051.41
"2504",947829.53,6460954.7
"2505",979723.03,6307638.01
"2506",981175.07,6309929.56
"2507",948010.08,6460048.64
"2508",981279.38,6306839.86
"2509",929768.53,6350370.99
"2510",925643.33,6355620.7
"2511",925666.67,6355591.53
"2512",947688.37,6459178.5
"2513",933747.45,6313204.17
"2514",933643.35,6313200.33
"2515",933482.86,6313253.46
"2516",933961.28,6313236.07
"2517",924879.94,6300469.58
"2518",924845.76,6300390.31
"2519",924974.43,6300504.95
"2520",932537.68,6318237.33
"2521",932712.89,6318232.76
"2522",932626.6,6318100.5
"2523",932286.86,6317482.61
"2524",932276.39,6317334.12
"2525",932144.31,6317148.15
"2526",932390.23,6317248.23
"2527",946211.71,6331203.35
"2528",946200.67,6331171.9
"2529",946220.81,6331173.68
"2530",946339.09,6331121.25
"2531",946355.4,6331091.86
"2532",943427.6,6378280.86
"2533",943386.14,6378278.25
"2534",942815.42,6376693.35
"2535",942733.27,6376612.13
"2536",928644.44,6352493.25
"2537",929824.98,6350006.85
"2538",929798.44,6350043.9
"2539",929687.73,6350337.03
"2540",925232.81,6360521.35
"2541",925443.99,6360261.79
"2542",925681.03,6360083.19
"2543",925463.03,6355656.27
"2544",925448.56,6355638.74
"2545",1001707.8,6397875.39
"2546",1002617.15,6398896.14
"2547",980831.03,6397569.01
"2548",993908.07,6389057.34
"2549",970629.98,6376138.68
"2550",931622.96,6368125.8
"2551",931547.71,6368084.01
"2552",938411.58,6387586.73
"2553",969570.89,6373164.09
"2554",969416.32,6374225.2
"2555",921414.16,6334200.72
"2556",922634.78,6337496.42
"2557",922567.92,6337675.17
"2558",922491.08,6337768.51
"2559",922282.46,6337591.07
"2560",922255.73,6337059.84
"2561",923996.83,6337456.52
"2562",924298.52,6337367.17
"2563",924317.79,6337027.67
"2564",923888.29,6337060.46
"2565",923443.9,6337126.77
"2566",923709.44,6336551.84
"2567",923539.03,6337617.41
"2568",923295.73,6337503.74
"2569",926149.25,6337153.99
"2570",925991.62,6336944.24
"2571",926095.76,6336774.86
"2572",926234.86,6336414.63
"2573",922229.84,6336811.79
"2574",924551.63,6335906.33
"2575",924527.48,6337255.24
"2576",924628.27,6337340.87
"2577",924755.55,6337148.28
"2578",923628.53,6336290.83
"2579",921705.45,6336651.29
"2580",921512.54,6336538.47
"2581",920902.96,6334956.27
"2582",921390.42,6334590.11
"2583",921184.79,6335724.54
"2584",921072.6,6336106.83
"2585",921190.2,6336435.12
"2586",921393.17,6336076.03
"2587",921732.23,6337100.48
"2588",921828.42,6337071.84
"2589",921583.36,6336822.1
"2590",923163.26,6336028.24
"2591",923362.35,6336292.42
"2592",922793.78,6336770.62
"2593",922679.95,6336276.34
"2594",922586.11,6337097.49
"2595",922335.63,6337309.79
"2596",923129.15,6337381.79
"2597",923040.35,6337180.55
"2598",923186.96,6337725.02
"2599",923426.73,6337897.59
"2600",923471.74,6337746.1
"2601",923651.12,6337221.15
"2602",928766.4,6338502.96
"2603",929428.36,6338202.78
"2604",928901.8,6337731.41
"2605",928580.75,6338871.45
"2606",928511.97,6337803.34
"2607",928385.78,6338042.92
"2608",928537.15,6337546.1
"2609",927802.98,6338548.18
"2610",927967.66,6338500.09
"2611",926933.95,6337271.18
"2612",926864.57,6337074.58
"2613",926838.98,6336863.54
"2614",926908.73,6337431.37
"2615",925699.9,6339295.15
"2616",926319.95,6338890.1
"2617",926562.65,6338334.47
"2618",926700.58,6338328.42
"2619",926354.96,6338597.18
"2620",926672.69,6338763.67
"2621",926755.76,6338859.7
"2622",927117.63,6338259.35
"2623",927438.56,6337716.58
"2624",927367.83,6337537.93
"2625",927782.72,6337190.67
"2626",925782.44,6338216.49
"2627",925553.54,6338246.33
"2628",925440.12,6337889.08
"2629",925876.52,6337944.69
"2630",926293.56,6337936.61
"2631",926123.56,6337851.47
"2632",926364.6,6338147.27
"2633",926366.43,6337371.89
"2634",926377.72,6337097.14
"2635",926201.77,6337379
"2636",926071.13,6337664.49
"2637",924635.93,6338726.92
"2638",924204.17,6338156.27
"2639",924376.77,6338452.56
"2640",924282.68,6338706.36
"2641",924050.73,6338965.28
"2642",923962.13,6338760.02
"2643",923790.63,6338513.81
"2644",923960.52,6338012.55
"2645",921988.06,6338520.23
"2646",921826.43,6338975.8
"2647",921717.63,6339077.04
"2648",921918.57,6339492.32
"2649",922132.6,6339329.75
"2650",922251.35,6339273.9
"2651",922472.1,6339350.71
"2652",923359.45,6339085.87
"2653",923453.01,6339314.3
"2654",923258.17,6339646.6
"2655",923683.62,6339458.54
"2656",922092.04,6338946.12
"2657",921744.53,6336852.77
"2658",923318.67,6338159.92
"2659",923110.76,6338432.72
"2660",923209.15,6338688.34
"2661",922950.42,6338992.37
"2662",922934.81,6339822.28
"2663",923935.24,6336691.91
"2664",1017807.91,6412116.33
"2665",948252.91,6394513.2
"2666",948235.75,6394513.52
"2667",859464.19,6533714.01
"2668",861846.15,6532704.8
"2669",859370.45,6533854.54
"2670",859361.29,6531980.72
"2671",859518.06,6533254.52
"2672",996259.71,6500803.21
"2673",996378.61,6500977.04
"2674",997103.75,6500841.91
"2675",997188.21,6501175.19
"2676",913017.04,6402440.32
"2677",905537.65,6582499.35
"2678",905655.75,6582552.35
"2679",905683.4,6582779.29
"2680",905008.78,6583261.49
"2681",1005443.05,6368971.67
"2682",993689.29,6310660.73
"2683",970869.43,6374410.79
"2684",981461.03,6324555.28
"2685",983892.97,6319805.92
"2686",983932.75,6319854.75
"2687",984484.57,6319055.65
"2688",983882.78,6320081.75
"2689",984790.29,6322234.66
"2690",984566.31,6322164.53
"2691",985435.32,6322014.45
"2692",985714.8,6322185.21
"2693",985628.53,6322013.15
"2694",979292.97,6332043.54
"2695",983058.64,6317716.46
"2696",961151.03,6323015.35
"2697",992971.64,6307916.41
"2698",903494.4,6414334.23
"2699",900654.45,6416590.59
"2700",903405.83,6414648.39
"2701",904646.64,6413292.73
"2702",905357.14,6412588.94
"2703",905374.36,6412195.44
"2704",905543.98,6412453.07
"2705",905366.91,6411967.16
"2706",904718.79,6415847.5
"2707",904963.32,6415859.53
"2708",905117.68,6415928.61
"2709",901434.83,6416298.7
"2710",901444.91,6416119
"2711",901319.02,6416070.93
"2712",901093.9,6416075.67
"2713",900938.16,6416379.69
"2714",903940.05,6417279.22
"2715",904383.14,6417377.73
"2716",904337.51,6417749.29
"2717",904264.27,6417594.87
"2718",904163.98,6417505.57
"2719",903609.96,6416728.36
"2720",903481.15,6416705.15
"2721",903577.68,6415645.14
"2722",903531.2,6415585.62
"2723",904455.45,6414475.66
"2724",906163.43,6413411.66
"2725",905969.98,6413122.22
"2726",904160.2,6417838.5
"2727",904738.43,6417266.36
"2728",904537.58,6417421.8
"2729",904981.75,6417876.45
"2730",904546.61,6417103.05
"2731",904698.05,6416934.99
"2732",904857.06,6417035.22
"2733",905158.34,6417095.13
"2734",905164.21,6416873.29
"2735",905776.21,6415822.28
"2736",903724.04,6413691.62
"2737",903697.03,6413842.76
"2738",903740.37,6414151.22
"2739",903446.61,6414205.65
"2740",903428.78,6414381.1
"2741",903418.36,6414438.76
"2742",903509.16,6413750.62
"2743",903520.02,6413242.89
"2744",903282,6413312.15
"2745",903405.01,6413122.13
"2746",902634.67,6414098.22
"2747",902640.74,6413911.39
"2748",902636.68,6413795.24
"2749",903042.84,6414051.48
"2750",902966.93,6413977
"2751",903538.88,6412970.47
"2752",903528.02,6412910.1
"2753",903613.27,6412960.89
"2754",903606.89,6413003.69
"2755",903081.18,6414120.74
"2756",904973.38,6417308.08
"2757",905356.74,6411864.81
"2758",905885.05,6411961.22
"2759",900704.12,6417480.3
"2760",900142.98,6418331.38
"2761",900612.59,6417825.41
"2762",900096.75,6418241.89
"2763",900248.45,6418171.75
"2764",900240.28,6418049.47
"2765",900079.25,6417944.29
"2766",901940.4,6418735.37
"2767",902033.47,6418103.3
"2768",902237.68,6417621.85
"2769",902575.96,6417681.83
"2770",904960.89,6412767.95
"2771",904760.95,6412804.4
"2772",904871.93,6412722.03
"2773",904371.2,6412459.57
"2774",904522.93,6412481.54
"2775",904723.18,6412479.11
"2776",904557.66,6412421.67
"2777",904520.42,6412362.44
"2778",904457.26,6411811.28
"2779",904514.57,6411910.18
"2780",904800.37,6411993.56
"2781",904894.39,6412037.65
"2782",904644,6412004.43
"2783",904913.57,6412126.29
"2784",905080.05,6412284.79
"2785",907735.99,6415833.21
"2786",902611.67,6413600.4
"2787",902774.69,6413361.66
"2788",907126.44,6416200.01
"2789",905397.72,6413585.45
"2790",906312.57,6415707.97
"2791",906422.27,6415211.51
"2792",906560.39,6415255.09
"2793",906690.54,6415281.41
"2794",951534.57,6405291.32
"2795",945827.27,6395998.21
"2796",942731.75,6300446.91
"2797",931682.78,6399715.11
"2798",929283.55,6401859.44
"2799",929343.06,6401307.44
"2800",929477.92,6400200
"2801",955779.4,6419183.01
"2802",955087.99,6419096.67
"2803",955106.08,6419124.42
"2804",955987.8,6419188.56
"2805",956070.69,6419198.97
"2806",959250.92,6420358.87
"2807",957531.83,6419319.17
"2808",957715.92,6419378.8
"2809",957715.82,6419346.78
"2810",957783.86,6419371.61
"2811",970584.02,6429345.14
"2812",970460.78,6429546.9
"2813",970450.23,6429740.54
"2814",970935.34,6429294.39
"2815",901928.2,6513428.12
"2816",902151.83,6513362.47
"2817",900729.23,6513293.82
"2818",901923.65,6511135.99
"2819",903273.2,6509973.5
"2820",888209.4,6503552.17
"2821",887154.64,6503684.98
"2822",888680.18,6499826.85
"2823",888469.15,6499906.38
"2824",880800.56,6520551.99
"2825",880838.09,6520537.09
"2826",880837.29,6520493.08
"2827",880698.47,6520524.98
"2828",880661.53,6520519.89
"2829",880715.28,6520334.5
"2830",878795.68,6524572.7
"2831",878844.51,6524529.13
"2832",878893.32,6524462.56
"2833",878941.57,6524318.99
"2834",879076.43,6523844.99
"2835",879003.9,6523597.9
"2836",882490.91,6518525.27
"2837",882998.41,6518176.42
"2838",883061.54,6518548.26
"2839",883182.95,6518702.87
"2840",883198.66,6518786.33
"2841",882533.65,6519018.49
"2842",889283.33,6505556.98
"2843",889418.14,6505668.13
"2844",889192.96,6509061.95
"2845",877607.15,6517136.14
"2846",877612.3,6517200.29
"2847",878743.21,6516960.16
"2848",878581.91,6517016.45
"2849",878585.28,6516948.56
"2850",879183.26,6516879
"2851",885253.72,6512791.61
"2852",885551,6513065.56
"2853",882068.03,6500612.62
"2854",881873.16,6502073.71
"2855",881866.83,6505871.13
"2856",880311.8,6508274.06
"2857",879800.79,6529908.38
"2858",881905.95,6500465.84
"2859",881924.18,6500324.39
"2860",884241.11,6517154.71
"2861",884318.41,6517239.02
"2862",884032.34,6517297.43
"2863",883201.04,6517041.59
"2864",918787.56,6488014.32
"2865",918723.92,6487963.06
"2866",912462.96,6490826.36
"2867",913811.93,6489213.89
"2868",913894.4,6489189.74
"2869",914317.55,6489446.46
"2870",914083.77,6489552.34
"2871",914152.95,6490315.8
"2872",914696.45,6490568.73
"2873",914739.82,6490596.24
"2874",912828.42,6490347.93
"2875",916177.05,6495130.84
"2876",916339.95,6494976.55
"2877",916525.44,6494940.06
"2878",916751.48,6494870.01
"2879",916672.69,6495091.25
"2880",918689.97,6495006.53
"2881",918654.91,6494568.25
"2882",915225.38,6496491.61
"2883",916853.09,6494100.52
"2884",916895.52,6494014.01
"2885",915457.37,6495224.63
"2886",918618.49,6493176.83
"2887",918660.23,6493031.3
"2888",918727.02,6493170.68
"2889",918755.27,6493424.71
"2890",918800.43,6493341.3
"2891",918919.41,6493555.55
"2892",919065.36,6493920.77
"2893",918996.08,6493812.3
"2894",918914.83,6493011.33
"2895",919597.35,6488855.19
"2896",919556.99,6489138.78
"2897",919587.07,6489321.87
"2898",919719.2,6489721.62
"2899",919452.76,6490663.23
"2900",919276.47,6490792.97
"2901",918772.33,6491458.12
"2902",920873.71,6492517.18
"2903",920851.35,6492591.39
"2904",920852.31,6492682.43
"2905",920841.27,6493069.08
"2906",911720.65,6490542.79
"2907",911699.05,6490414.05
"2908",911480.58,6490178.53
"2909",911387.49,6489959.33
"2910",911257.62,6489847.87
"2911",910890.63,6488975.25
"2912",910993.98,6488936.79
"2913",912651.79,6490246.83
"2914",912506.82,6490349.84
"2915",908560.75,6485184.83
"2916",908747.07,6485172.13
"2917",909545.41,6485176.19
"2918",909521.65,6485440.4
"2919",914865.01,6484394.11
"2920",916753.65,6484219.15
"2921",915151.65,6483120.99
"2922",915208.3,6483071.96
"2923",908424.48,6480585.99
"2924",905786.47,6484174.63
"2925",905703.25,6484135.85
"2926",905367.73,6484060.67
"2927",905447.18,6483895.31
"2928",905717.9,6483992.33
"2929",906561.59,6483886.52
"2930",917051.73,6484394.64
"2931",912218.53,6491141.95
"2932",912250.95,6491038.06
"2933",912262.03,6490859.43
"2934",912045.07,6491255.99
"2935",912033.71,6491422.61
"2936",915285.09,6482970.63
"2937",915149.05,6482831.87
"2938",915048.15,6482735.35
"2939",914749.71,6483619.03
"2940",921070.41,6482330.06
"2941",920949.22,6482172.7
"2942",920908.62,6482244.26
"2943",920836.67,6481990.65
"2944",919310.35,6481163.15
"2945",919895.59,6480677.91
"2946",914299.3,6481985.24
"2947",914365.23,6482054.53
"2948",914313.6,6482080.74
"2949",914338.21,6482406.62
"2950",911751.18,6480338.18
"2951",911728.91,6480720.44
"2952",911772.73,6480798.95
"2953",922104.37,6480771.97
"2954",921962.6,6480696.87
"2955",921580.72,6480537.13
"2956",921454.7,6480533.61
"2957",921452.66,6480590.54
"2958",921301.86,6480472.12
"2959",921276.61,6480311.2
"2960",920997.96,6480023.18
"2961",920988.28,6480096.84
"2962",920956.9,6480264.74
"2963",920918.6,6479621.29
"2964",917561.46,6486256.78
"2965",917474.68,6486301.72
"2966",917477.11,6486252.8
"2967",917468.04,6486190.47
"2968",924813.81,6480237.95
